FILE NAME,Microbial-Protocol-high-OTR_20220504_135030-cc-parentaltest.csv
PROTOCOL,Microbial-Protocol-high-OTR
FILE_VERSION,3.3
DATE START,4.5.2022,13:52:04
DATE END,4.5.2022,13:52:04
DEVICE,BL045-CX_0CFD20
USER,ben,COMMENT,no comment available
PLATETYPE,MTP-48-Flowerplate,LOT,UNKOWN
MTP ROWS,6
MTP COLUMNS,8
FILTERSETS,1

FILTERSET,FILTERNAME,EX [nm],EM [nm],LAYOUT,FILTERNO,GAIN,PHASESTATISTICSSIGMA,SIGNALQUALITYTOLERANCE,REFERENCE VALUE,Process Parameters,,Calibration Parameters,,,,Criterion Parameters,,
1,Biomass,620,620,48MTP,1,30,1,0,100,SET TEMPERATURE [C],32,Phi0,66.16,Biomass Slope,0.044,CRITERION,,
,,,,,,,,,,SET HUMIDITY [%],85,Phi100,38.81,Biomass Offset,5,FI,,
,,,,,,,,,,SET O2 [%],20.95,Phi.min,57.17,Biomass Unit,OD600 [-],FJ,,
,,,,,,,,,,SET CO2 [%],0,Phi.max,18.04,,,FACTOR,0,
,,,,,,,,,,SET SHAKER FREQUENCY [rpm],1000,pH0,6.49,,,S0,NaN,
,,,,,,,,,,SET CYCLE TIME [min],10,dpH,0.53,,,EXTRA INFO,,
,,,,,,,,,,SET EXP TIME [h],1193,Temp. Compensation for pH Calibration,True,Temp. pH [C],32,,,
,,,,,,,,,,,,Temp. Compensation for pO2 Calibration,True,Temp. pO2 [C],32,,,

WELL No.,CONTENT,DESCRIPTION,CHANNEL,
,,,READING ->,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268
E04,X36,,Cal.Biomass[OD600 [-]]:FS=1,7.72,7.75,7.803,7.87,7.898,7.952,7.995,8.068,8.109,8.202,8.29,8.366,8.48,8.562,8.636,8.677,8.853,9.057,9.116,9.272,9.39,9.557,9.756,9.806,10.024,10.233,10.375,10.569,10.878,10.947,11.166,11.454,11.75,11.919,12.139,12.553,12.718,13.11,13.456,13.788,14.456,14.776,14.97,15.547,15.713,15.869,16.19,16.138,16.266,16.288,16.395,16.326,16.238,16.261,16.319,16.351,16.286,16.476,16.616,16.694,16.64,16.8,16.818,16.866,16.925,16.935,16.803,16.935,16.923,16.883,16.969,17.044,17.193,17.192,17.152,17.25,17.301,17.333,17.527,17.541,17.542,17.705,17.71,17.825,17.922,17.847,17.94,17.887,17.838,17.858,17.871,17.991,17.864,17.896,17.954,17.999,17.791,17.883,17.801,17.828,17.762,17.765,17.747,17.785,17.666,17.812,17.785,17.835,17.872,17.932,17.857,17.887,17.911,17.941,17.964,17.975,17.963,17.987,18.025,18.051,18.11,18.028,18.152,18.139,18.185,18.083,18.14,18.113,18.169,18.251,18.143,18.135,18.125,18.093,18.126,18.11,18.115,18.249,18.15,18.214,18.098,18.127,18.146,18.202,18.206,18.17,18.362,18.191,18.251,18.42,18.426,18.364,18.327,18.317,18.446,18.606,18.43,18.389,18.407,18.437,18.493,18.507,18.476,18.468,18.423,18.518,18.465,18.511,18.497,18.474,18.459,18.471,18.55,18.668,18.349,18.581,18.478,18.549,18.591,18.522,18.44,18.512,18.406,18.531,18.525,18.489,18.463,18.512,18.598,18.511,18.434,18.646,18.542,18.538,18.516,18.484,18.424,18.473,18.436,18.396,18.448,18.448,18.497,18.483,18.445,18.426,18.405,18.479,18.418,18.457,18.43,18.467,18.39,18.56,18.43,18.555,18.429,18.484,18.462,18.519,18.446,18.498,18.522,18.469,18.581,18.512,18.43,18.486,18.538,18.454,18.456,18.417,18.517,18.491,18.519,18.526,18.49,18.557,18.511,18.616,18.496,18.613,18.499,18.56,18.54,18.565,18.554,18.515,18.549,18.616,18.569,18.659,18.588,18.593,18.688,18.603,18.655,18.577,18.683,18.606,18.665,18.624,18.631,18.635,18.713,18.749,18.721,18.693
E05,X37,,Cal.Biomass[OD600 [-]]:FS=1,7.932,7.943,8.048,8.138,8.242,8.24,8.405,8.414,8.333,8.331,8.61,8.45,8.741,8.929,8.978,8.722,8.838,9.388,8.768,9.541,9.219,9.441,9.767,9.49,9.613,9.747,10.109,9.834,9.879,10.218,10.097,10.081,10.023,10.835,11.115,11.962,10.655,11.304,12.009,12.114,13.205,12.215,12.276,11.782,12.395,12.912,12.996,13.042,14.101,13.1,14.079,12.833,12.945,14.512,13.955,13.073,13.801,13.517,14.86,13.269,13.834,13.262,13.705,14.423,14.166,13.069,13.642,13.753,13.671,14.719,14.062,13.803,14.33,14.018,14.88,14.682,14.604,14.26,14.957,14.644,14.336,14.71,14.227,14.653,15.215,15.012,15.578,15.448,15.153,15.537,15.844,15.337,15.58,15.373,16.216,16.069,16.15,16.007,16.122,16.228,16.325,16.405,16.407,16.594,16.453,16.479,16.731,16.472,16.076,16.261,16.219,16.349,16.116,16.323,16.8,16.43,16.804,17.022,16.326,16.565,16.526,16.808,16.628,16.626,16.956,16.722,16.679,16.805,16.845,16.661,16.937,16.996,16.796,17.151,16.537,17.126,17.115,17.099,16.871,17.298,16.934,17.009,16.929,16.79,16.752,16.984,17.006,16.986,17.032,17.477,17.597,17.09,17.282,17.244,16.874,17.364,16.907,17.479,17.166,17.347,17.195,17.104,17.44,17.27,17.166,17.301,17.081,17.371,17.388,17.167,17.438,17.091,17.141,17.39,17.083,17.186,17.236,17.237,17.322,17.701,17.73,17.532,17.449,17.47,17.315,17.82,17.335,17.412,17.737,17.288,17.261,17.614,17.646,17.632,17.745,17.555,17.416,17.824,17.599,17.613,17.775,17.686,17.545,17.871,17.707,17.604,17.689,17.81,17.684,17.618,17.813,17.755,18.027,18.009,17.903,17.943,17.878,17.838,17.864,17.755,18.047,18.059,18.009,17.85,17.745,18.225,17.748,17.531,17.687,17.709,18.126,17.983,17.714,17.568,17.706,17.936,17.812,17.607,17.672,17.328,17.383,17.623,17.443,17.845,17.776,17.822,17.345,17.4,17.495,17.594,17.354,17.492,17.519,17.634,17.777,17.699,17.602,17.596,17.634,17.451,17.55,17.394,17.554,17.738,17.303,17.464,17.679,17.333
E06,X38,,Cal.Biomass[OD600 [-]]:FS=1,7.019,7.062,7.078,7.089,7.101,7.118,7.134,7.17,7.189,7.229,7.263,7.289,7.326,7.348,7.373,7.428,7.482,7.529,7.567,7.635,7.687,7.747,7.804,7.843,7.931,7.996,8.068,8.156,8.246,8.268,8.382,8.464,8.614,8.663,8.793,8.919,9.072,9.304,9.335,9.515,9.708,9.915,10.096,10.185,10.373,10.599,10.86,11.064,11.222,11.485,11.841,12.108,12.355,12.606,12.915,13.172,13.487,13.848,14.19,14.48,15.025,15.383,15.699,15.916,15.991,16.036,16.223,16.204,16.228,16.088,16.035,15.995,16.067,16.172,16.349,16.363,16.545,16.593,16.687,16.721,16.871,16.871,16.782,16.792,16.847,16.936,16.84,16.836,16.897,16.95,16.953,16.888,16.999,17.053,17.149,17.184,17.19,17.258,17.258,17.398,17.48,17.424,17.613,17.656,17.615,17.714,17.855,17.776,17.761,17.704,17.742,17.84,17.696,17.687,17.781,17.772,17.649,17.861,17.679,17.73,17.66,17.801,17.634,17.667,17.69,17.804,17.774,17.829,17.767,17.819,17.834,17.902,17.811,17.904,17.845,17.9,17.873,17.847,17.921,17.991,18.079,18.124,18.058,18.169,17.983,18.132,18.07,18.093,18.052,18.079,18.064,17.974,18.069,18.062,18.071,18.272,18.009,18.057,18.061,18.06,18.091,18.18,18.179,18.016,18.202,18.186,18.249,18.243,18.262,18.296,18.256,18.378,18.271,18.512,18.327,18.386,18.382,18.414,18.313,18.361,18.4,18.514,18.532,18.541,18.39,18.434,18.487,18.386,18.476,18.488,18.467,18.522,18.479,18.503,18.432,18.517,18.425,18.451,18.389,18.506,18.458,18.52,18.464,18.526,18.494,18.483,18.616,18.345,18.447,18.437,18.456,18.41,18.544,18.48,18.476,18.366,18.411,18.496,18.502,18.41,18.423,18.508,18.391,18.403,18.353,18.377,18.425,18.48,18.435,18.384,18.426,18.377,18.399,18.422,18.416,18.38,18.336,18.363,18.314,18.438,18.395,18.302,18.372,18.434,18.375,18.44,18.379,18.351,18.369,18.497,18.346,18.38,18.388,18.426,18.471,18.344,18.481,18.47,18.448,18.5,18.466,18.419,18.481,18.425,18.407,18.49,18.518,18.497
E07,X39,,Cal.Biomass[OD600 [-]]:FS=1,7.703,7.738,7.781,7.791,7.852,7.973,7.846,7.834,7.78,7.762,7.785,7.618,7.858,7.819,7.861,7.66,7.789,7.933,7.83,7.905,7.601,7.903,7.62,7.712,7.685,7.529,7.462,7.524,7.626,7.497,7.432,7.498,7.364,7.358,7.488,7.369,7.349,7.299,7.323,7.259,7.251,7.262,7.272,7.217,7.203,7.218,7.244,7.213,7.256,7.186,7.2,7.194,7.169,7.197,7.194,7.187,7.172,7.17,7.174,7.166,7.177,7.174,7.182,7.154,7.172,7.156,7.172,7.171,7.167,7.166,7.165,7.153,7.174,7.166,7.136,7.149,7.167,7.169,7.162,7.155,7.142,7.164,7.15,7.159,7.156,7.161,7.152,7.156,7.141,7.159,7.151,7.155,7.155,7.153,7.167,7.14,7.146,7.145,7.151,7.156,7.146,7.156,7.156,7.167,7.16,7.154,7.169,7.148,7.159,7.149,7.157,7.158,7.158,7.163,7.159,7.153,7.169,7.16,7.145,7.154,7.148,7.153,7.144,7.164,7.146,7.147,7.145,7.154,7.146,7.153,7.151,7.15,7.153,7.174,7.135,7.162,7.169,7.15,7.161,7.144,7.156,7.146,7.158,7.146,7.148,7.162,7.161,7.156,7.152,7.156,7.148,7.149,7.15,7.143,7.159,7.17,7.146,7.167,7.141,7.15,7.164,7.157,7.158,7.147,7.152,7.153,7.164,7.167,7.156,7.174,7.161,7.176,7.16,7.197,7.153,7.155,7.157,7.157,7.166,7.145,7.168,7.169,7.163,7.146,7.175,7.148,7.158,7.168,7.158,7.157,7.163,7.147,7.141,7.168,7.151,7.158,7.155,7.159,7.16,7.149,7.159,7.167,7.158,7.174,7.173,7.166,7.159,7.15,7.165,7.167,7.171,7.164,7.161,7.155,7.167,7.169,7.161,7.175,7.159,7.167,7.165,7.179,7.164,7.164,7.17,7.161,7.177,7.155,7.16,7.167,7.162,7.166,7.175,7.167,7.182,7.17,7.161,7.173,7.162,7.182,7.193,7.164,7.173,7.155,7.17,7.176,7.176,7.178,7.16,7.174,7.174,7.178,7.168,7.18,7.179,7.174,7.179,7.178,7.184,7.174,7.179,7.183,7.181,7.169,7.178,7.177,7.185,7.17
E08,X40,,Cal.Biomass[OD600 [-]]:FS=1,6.657,6.656,6.687,6.684,6.679,6.684,6.715,6.693,6.698,6.708,6.725,6.73,6.711,6.736,6.724,6.699,6.698,6.712,6.73,6.732,6.716,6.727,6.736,6.719,6.732,6.713,6.717,6.724,6.76,6.737,6.728,6.736,6.732,6.734,6.721,6.73,6.724,6.72,6.733,6.737,6.733,6.731,6.718,6.736,6.738,6.724,6.714,6.723,6.729,6.731,6.729,6.733,6.731,6.73,6.725,6.719,6.729,6.725,6.714,6.724,6.728,6.746,6.728,6.717,6.726,6.732,6.731,6.739,6.734,6.738,6.726,6.727,6.76,6.742,6.751,6.741,6.731,6.745,6.73,6.734,6.751,6.739,6.738,6.722,6.729,6.735,6.724,6.76,6.753,6.744,6.754,6.755,6.74,6.743,6.743,6.745,6.744,6.726,6.763,6.747,6.741,6.739,6.751,6.749,6.76,6.753,6.75,6.759,6.757,6.754,6.757,6.767,6.773,6.743,6.763,6.735,6.738,6.776,6.767,6.754,6.76,6.742,6.751,6.739,6.739,6.745,6.748,6.733,6.745,6.763,6.745,6.78,6.741,6.767,6.763,6.78,6.761,6.758,6.748,6.745,6.768,6.772,6.751,6.757,6.772,6.763,6.759,6.75,6.778,6.757,6.796,6.759,6.767,6.76,6.762,6.794,6.768,6.759,6.792,6.776,6.758,6.753,6.763,6.787,6.779,6.797,6.798,6.798,6.788,6.766,6.796,6.788,6.763,6.816,6.798,6.783,6.79,6.793,6.785,6.796,6.773,6.788,6.778,6.772,6.801,6.793,6.776,6.805,6.798,6.783,6.811,6.794,6.799,6.772,6.791,6.793,6.794,6.788,6.8,6.79,6.792,6.798,6.802,6.811,6.793,6.803,6.795,6.787,6.801,6.799,6.788,6.805,6.809,6.791,6.779,6.805,6.806,6.826,6.792,6.828,6.835,6.795,6.814,6.804,6.806,6.833,6.818,6.816,6.794,6.797,6.813,6.764,6.811,6.818,6.81,6.817,6.792,6.84,6.787,6.84,6.805,6.813,6.815,6.808,6.806,6.816,6.828,6.826,6.806,6.823,6.803,6.798,6.827,6.832,6.834,6.83,6.785,6.815,6.812,6.833,6.845,6.792,6.812,6.841,6.825,6.818,6.822,6.822
F01,X41,,Cal.Biomass[OD600 [-]]:FS=1,7.206,7.292,7.353,7.453,7.507,7.575,7.651,7.71,7.768,7.848,7.956,8.051,8.152,8.266,8.382,8.476,8.524,8.574,8.601,8.651,8.699,8.683,8.717,8.715,8.764,8.77,8.781,8.838,8.921,8.911,8.978,9.061,9.122,9.229,9.3,9.425,9.52,9.612,9.719,9.875,9.956,10.054,10.139,10.301,10.378,10.473,10.526,10.68,10.746,10.873,10.913,10.992,11.085,11.118,11.182,11.202,11.339,11.373,11.436,11.555,11.614,11.702,11.759,11.856,11.875,12.059,12.147,12.219,12.274,12.304,12.454,12.403,12.535,12.446,12.566,12.461,12.448,12.572,12.516,12.602,12.826,12.788,13.157,13.073,13.264,13.179,13.374,13.338,13.506,13.294,13.489,13.181,12.962,12.888,12.833,12.802,12.601,12.675,12.654,12.658,12.67,12.681,12.9,12.714,12.903,12.91,13.011,13.047,13.257,13.144,13.141,13.339,13.277,13.376,13.377,13.303,13.525,13.472,13.748,13.749,13.69,13.538,13.672,13.652,13.691,13.618,13.627,13.64,13.74,13.78,13.608,13.786,13.726,13.731,13.692,13.711,13.836,13.785,13.734,13.906,13.74,13.796,13.796,13.947,13.938,13.9,13.921,13.981,13.919,13.96,14.114,13.989,14.078,14.06,14.086,14.3,14.213,14.125,14.187,14.317,14.334,14.371,14.397,14.537,14.449,14.606,14.628,14.633,14.578,14.77,14.706,14.893,14.936,15.083,14.959,14.932,15.033,15.061,15.107,15.199,15.191,15.237,15.35,15.38,15.389,15.385,15.464,15.516,15.477,15.548,15.583,15.518,15.691,15.603,15.68,15.713,15.734,15.707,15.766,15.767,15.879,15.87,15.878,15.857,15.947,15.925,15.914,16.073,16.001,15.991,16.059,16.068,16.164,16.096,16.12,16.126,16.17,16.202,16.191,16.288,16.236,16.208,16.202,16.278,16.285,16.314,16.365,16.27,16.323,16.376,16.343,16.401,16.437,16.498,16.471,16.507,16.473,16.525,16.515,16.609,16.641,16.639,16.577,16.647,16.65,16.608,16.659,16.68,16.7,16.672,16.636,16.65,16.687,16.726,16.715,16.801,16.779,16.834,16.844,16.824,16.785,16.819,16.822,16.832,16.88,16.848,16.792,16.953
F02,X42,,Cal.Biomass[OD600 [-]]:FS=1,6.917,6.922,6.922,6.926,6.939,6.95,6.969,6.976,6.971,6.979,7.003,7.014,7.025,7.028,7.036,7.058,7.062,7.066,7.063,7.093,7.101,7.111,7.139,7.146,7.15,7.161,7.185,7.211,7.267,7.249,7.304,7.33,7.361,7.379,7.428,7.472,7.525,7.581,7.704,7.736,7.854,7.937,8.083,8.203,8.304,8.371,8.438,8.494,8.578,8.598,8.66,8.694,8.74,8.752,8.783,8.809,8.852,8.873,8.97,8.988,9.056,9.084,9.108,9.23,9.293,9.403,9.469,9.58,9.68,9.828,9.924,10.02,10.173,10.273,10.45,10.605,10.762,11.016,11.033,11.4,11.452,11.425,11.835,11.463,11.73,12.003,12.219,12.412,12.605,12.073,12.196,12.892,13.905,13.923,14.689,14.551,14.782,14.942,15.083,15.223,15.262,15.138,14.974,14.746,14.533,14.385,14.37,14.501,14.352,14.279,14.235,14.34,14.345,14.323,14.205,14.251,14.273,14.394,14.338,14.326,14.449,14.352,14.452,14.439,14.596,14.479,14.471,14.45,14.477,14.516,14.499,14.541,14.532,14.418,14.517,14.536,14.536,14.637,14.541,14.666,14.562,14.6,14.558,14.687,14.73,14.7,14.659,14.703,14.687,14.771,14.71,14.768,14.775,14.735,14.812,15.079,14.834,14.872,14.824,14.889,14.942,14.981,14.871,14.932,15.042,14.954,15.072,15.126,15.089,15.022,15.211,15.142,15.092,15.202,15.126,15.196,15.166,15.259,15.351,15.174,15.285,15.278,15.286,15.314,15.414,15.307,15.479,15.362,15.507,15.484,15.466,15.505,15.411,15.52,15.729,15.589,15.606,15.476,15.326,15.488,15.366,15.418,15.332,15.433,15.496,15.58,15.472,15.624,15.758,15.69,15.897,15.952,16.075,16.084,16.147,16.238,16.18,16.268,16.313,16.38,16.382,16.461,16.497,16.604,16.644,16.529,16.666,16.726,16.796,16.706,16.875,16.898,16.794,16.836,16.954,16.869,17.008,16.954,17.102,17.139,17.237,17.138,17.19,17.19,17.245,17.229,17.326,17.263,17.381,17.271,17.353,17.425,17.365,17.394,17.321,17.481,17.426,17.513,17.411,17.434,17.514,17.547,17.579,17.513,17.708,17.601,17.607,17.661
F03,X43,,Cal.Biomass[OD600 [-]]:FS=1,7.194,7.194,7.173,7.191,7.216,7.231,7.242,7.242,7.271,7.284,7.341,7.347,7.363,7.416,7.439,7.478,7.528,7.56,7.593,7.628,7.672,7.739,7.773,7.807,7.868,7.908,7.95,7.986,8.058,8.097,8.17,8.175,8.297,8.352,8.39,8.467,8.554,8.608,8.674,8.773,8.899,8.827,8.975,9.171,9.175,9.291,9.347,9.44,9.671,9.633,9.788,9.927,9.943,10.128,10.255,10.381,10.333,10.525,10.642,11.012,10.844,10.963,11.182,11.25,11.366,11.417,11.589,11.801,11.901,11.891,11.907,12.196,12.302,12.34,12.535,12.47,12.582,12.653,12.717,12.804,12.949,12.9,12.899,12.841,12.783,12.699,12.81,12.727,12.701,12.725,12.67,12.718,12.819,12.86,12.833,12.897,12.937,12.905,13.004,13.042,13.001,12.942,12.985,12.968,12.957,13.02,13.037,12.988,13.022,13.034,13.083,13.127,13.116,13.145,13.136,13.213,13.204,13.154,13.177,13.226,13.165,13.171,13.275,13.222,13.251,13.26,13.286,13.323,13.315,13.357,13.353,13.366,13.403,13.393,13.397,13.358,13.339,13.44,13.42,13.467,13.473,13.522,13.505,13.547,13.546,13.479,13.617,13.494,13.619,13.595,13.601,13.586,13.655,13.602,13.647,13.81,13.68,13.702,13.729,13.746,13.831,13.829,13.774,13.836,13.817,13.859,13.842,13.851,13.916,13.936,13.969,13.934,14.002,14.171,14.018,14.009,14.075,14.028,14.064,14.12,14.124,14.153,14.154,14.196,14.202,14.218,14.18,14.24,14.275,14.255,14.27,14.337,14.294,14.297,14.386,14.372,14.419,14.403,14.432,14.441,14.511,14.513,14.516,14.442,14.539,14.597,14.547,14.591,14.631,14.609,14.663,14.627,14.693,14.658,14.683,14.676,14.747,14.774,14.721,14.736,14.763,14.825,14.805,14.84,14.852,14.79,14.826,14.827,14.836,14.899,14.864,14.887,14.944,14.901,14.862,14.875,14.917,14.897,14.871,14.894,14.917,14.911,14.902,14.839,14.867,14.852,14.817,14.795,14.781,14.802,14.753,14.725,14.676,14.627,14.672,14.663,14.65,14.599,14.522,14.562,14.569,14.578,14.593,14.555,14.539,14.551,14.569,14.617
F04,X44,,Cal.Biomass[OD600 [-]]:FS=1,7.376,7.388,7.386,7.411,7.441,7.438,7.464,7.493,7.526,7.553,7.597,7.611,7.638,7.689,7.722,7.784,7.82,7.859,7.922,7.975,8.051,8.079,8.13,8.218,8.304,8.339,8.419,8.509,8.621,8.669,8.78,8.86,8.961,9.132,9.3,9.442,9.521,9.736,9.921,10.096,10.2,10.376,10.604,10.859,11.001,11.101,11.405,11.643,11.889,12.247,12.587,12.733,12.954,13.373,13.713,14.025,14.552,14.871,15.221,15.784,15.92,16.061,16.345,16.158,16.121,16.214,16.247,16.28,16.062,16.154,16.146,16.368,16.356,16.431,16.489,16.609,16.47,16.644,16.598,16.657,16.678,16.748,16.612,16.676,16.656,16.695,16.672,16.77,16.684,16.784,16.847,16.755,16.774,17.015,16.999,17.039,17.037,17,17.062,17.032,17.165,17.236,17.163,17.199,17.282,17.217,17.367,17.397,17.381,17.426,17.404,17.352,17.526,17.476,17.475,17.487,17.587,17.621,17.556,17.569,17.69,17.675,17.72,17.653,17.705,17.669,17.796,17.504,17.656,17.622,17.642,17.546,17.741,17.483,17.334,17.418,17.401,17.354,17.459,17.541,17.796,17.877,17.89,17.808,17.91,17.967,17.893,18.128,18.05,18.002,18.129,17.977,18.009,17.994,18.089,18.281,18.107,18.129,17.983,18.199,18.134,18.149,18.116,18.208,18.225,18.098,17.994,18.055,18.095,18.106,17.919,17.718,17.84,17.866,17.635,17.52,17.576,17.668,17.538,17.755,17.793,17.95,18.093,18.161,18.207,18.248,18.185,18.262,18.296,18.414,18.373,18.355,18.391,18.389,18.397,18.39,18.512,18.33,18.483,18.531,18.515,18.56,18.42,18.514,18.458,18.467,18.49,18.4,18.497,18.639,18.506,18.444,18.578,18.455,18.489,18.555,18.49,18.465,18.583,18.374,18.509,18.558,18.489,18.551,18.541,18.479,18.537,18.58,18.637,18.517,18.451,18.415,18.55,18.449,18.542,18.518,18.598,18.621,18.589,18.538,18.488,18.548,18.552,18.596,18.534,18.508,18.631,18.605,18.618,18.658,18.594,18.54,18.552,18.62,18.643,18.512,18.677,18.65,18.629,18.604,18.699,18.609,18.709,18.751,18.653,18.666,18.63,18.819
F05,X45,,Cal.Biomass[OD600 [-]]:FS=1,7.973,7.927,8.079,8.095,8.213,8.322,8.269,8.28,8.665,8.717,8.536,8.828,8.876,8.742,8.87,9.22,9.062,9.184,9.394,9.134,9.26,9.211,9.517,9.541,9.455,9.629,9.723,9.563,9.913,10.533,10.021,10.968,10.336,11.056,10.726,10.754,11.02,11.36,11.056,11.842,11.77,11.535,11.771,11.99,12.143,11.752,11.814,11.98,13.106,12.489,12.766,12.226,12.971,13.388,12.935,13.189,12.934,13.19,13.461,13.383,13.557,13.208,13.611,12.99,14.046,13.336,13.702,13.577,13.33,13.508,13.799,13.757,13.155,13.64,13.782,13.646,13.888,13.875,14.023,13.995,14.348,14.299,14.643,14.76,14.462,14.54,14.821,14.76,14.846,14.919,14.827,15.12,15.188,15.048,14.959,15.179,15.082,14.899,15.068,14.689,14.676,14.764,14.746,14.764,14.742,15.02,14.898,15.004,15.266,15.052,15.197,15.036,15.219,15.307,15.337,15.393,15.31,15.475,15.379,15.723,15.533,15.549,15.548,15.424,15.815,15.779,15.596,15.741,15.731,15.783,15.786,15.721,15.802,15.723,15.928,15.777,16.105,16.092,15.857,15.946,16.161,15.938,16.032,16.05,15.945,16.14,16.112,16.023,16.22,16.029,16.024,16.226,16.105,16.208,16.396,16.325,16.63,16.47,16.57,16.578,16.523,16.552,16.703,16.806,16.652,17.031,16.959,17.197,17.125,17.088,17.031,17.212,17.208,17.537,17.291,17.56,17.501,17.576,17.426,17.528,17.678,17.603,17.706,17.822,17.857,17.761,17.861,17.959,18.081,17.918,17.985,18.224,18.323,18.08,18.498,18.513,18.371,18.422,18.181,18.689,18.349,18.678,18.547,18.49,18.607,18.587,18.678,18.726,18.666,18.65,18.746,18.742,18.787,18.803,18.808,18.853,18.88,19.101,19.092,18.873,19.052,19.096,19.067,19.24,18.947,19.093,19.075,19.041,19.284,19.148,19.198,19.171,19.201,19.344,19.35,19.179,19.321,19.378,19.622,19.436,19.272,19.447,19.491,19.415,19.402,19.501,19.456,19.344,19.644,19.402,19.501,19.69,19.461,19.684,19.71,19.576,19.672,19.723,19.697,19.549,19.783,19.698,19.756,19.652,19.54,19.915,19.766,19.916
F06,X46,,Cal.Biomass[OD600 [-]]:FS=1,7.998,7.963,8.179,8.003,8.58,8.156,8.452,8.241,7.628,8.219,8.181,8.285,8.469,8.274,8.264,8.139,8.276,8.559,8.527,8.693,8.361,8.925,8.472,8.373,8.983,8.556,8.843,8.653,9.064,8.114,7.964,9.081,8.361,8.413,8.806,8.649,8.535,9.281,8.348,8.76,8.838,8.603,8.458,8.015,8.142,8.57,8.748,8.392,8.604,9.26,9.484,9.827,8.975,8.616,8.62,9.169,8.84,8.924,9.369,10,9.593,9.389,8.968,8.572,8.637,9.436,9.331,9.496,9.147,9.221,9.506,9.31,10.28,9.506,9.245,10.033,10.011,9.748,9.846,10.316,10.778,10.975,9.636,10.656,10.8,11.006,11.275,11.01,11.139,11.217,12.323,12.45,12.957,12.611,12.543,12.309,12.811,13.219,13.351,13.385,13.89,13.859,13.696,13.852,14.332,14.268,14.692,14.898,15.006,15.268,15.649,15.899,16.189,16.411,16.784,16.891,17.143,17.293,17.347,17.255,17.045,16.797,16.69,16.396,16.479,16.399,16.156,16.424,16.095,16.127,15.96,15.872,15.95,15.847,16.054,15.953,15.923,15.938,15.971,15.991,16.045,16.106,15.915,15.981,16.031,16.046,16.2,16.055,16.11,16.11,16.115,16.074,16.013,15.995,16.116,16.209,16.094,16.02,16.283,16.095,16.034,16.282,16.093,16.238,16.086,16.198,16.33,16.35,16.236,16.301,16.186,16.324,16.361,16.474,16.319,16.362,16.3,16.301,16.427,16.488,16.41,16.661,16.672,16.623,16.424,16.669,16.638,16.475,16.448,16.677,16.733,16.667,16.664,16.558,16.605,16.6,16.899,16.715,16.646,16.726,16.788,16.662,16.892,16.804,16.772,16.799,16.732,16.919,16.978,16.971,16.916,17.2,16.949,17.042,17.205,17.01,17.128,17.098,17.089,17.14,17.116,17.289,17.362,17.278,17.419,17.181,17.192,17.361,17.078,17.186,17.235,17.145,16.964,17.013,17.059,17.049,17.133,17.189,17.193,17.349,17.437,17.414,17.484,17.586,17.548,17.49,17.799,17.884,17.792,17.826,17.912,17.972,18.005,18.04,18.128,17.972,18.201,18.137,18.286,18.211,18.412,18.347,18.34,18.447,18.475,18.397,18.434,18.684
