SPAC977.18	YBL029C-A
SPCP1E11.05c	YCR048W
SPCP1E11.05c	YNR019W
SPCP1E11.06	YPR029C
SPCP1E11.08	YER126C
SPCP1E11.09c	YDL081C
SPCP1E11.09c	YDL130W
SPCP1E11.10	YCR051W
SPCP1E11.11	YDR496C
SPCC569.08c	YDR408C
SPCC569.07	YGL202W
SPCC569.07	YHR137W
SPCC569.05c	YLL028W
SPMIT.01	Q0045
SPMIT.02	Q0110
SPMIT.02	Q0115
SPMIT.02	Q0120
SPMIT.02	Q0255
SPMIT.03	Q0060
SPMIT.03	Q0065
SPMIT.03	Q0075
SPMIT.04	Q0275
SPMIT.05	Q0105
SPMIT.06	Q0050
SPMIT.06	Q0055
SPMIT.07	Q0085
SPMIT.08	Q0140
SPMIT.09	Q0080
SPMIT.10	Q0130
SPMIT.11	Q0250
SPBC460.01c	YBR068C
SPBC460.01c	YBR069C
SPBC460.01c	YCL025C
SPBC460.01c	YDR046C
SPBC460.01c	YDR508C
SPBC460.01c	YGR191W
SPBC460.01c	YKR039W
SPBC460.01c	YNL268W
SPBC460.01c	YNL270C
SPBC460.01c	YOL020W
SPBC460.02c	YGR201C
SPBC460.02c	YKL081W
SPBC460.02c	YPL048W
SPBC460.03	YBR293W
SPBC460.03	YMR088C
SPBC460.04c	YLL057C
SPBC460.05	YJR152W
SPBC460.05	YLR004C
